epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,77.7818,1.16006,2.65402,1.37589,0.86056,0.10385,0.65758,0.42139,0.97665,3.04514,1.28553,0.0003334,0.0003334,0.0003334
2,193.129,1.1113,1.87859,1.31487,0.78024,0.56691,0.62966,0.38986,1.115,2.65232,1.42171,0.000669937,0.000669937,0.000669937
